CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,CAMPUS_NO,
1,60414911,CLINICAL FIELD WORK VI,4,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[15:00-19:00  9999 Sunday Tuesday Thursday],
1,60414911,CLINICAL FIELD WORK VI,4,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,[19:00-23:00  9999 Sunday Tuesday Thursday],
1,60414940,SPECIAL TOPICS IN OCCUPATIONAL THERAPY,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[13:30-14:20 AMS-B B102 Monday Wednesday],
1,60414961,CLINICAL FIELD WORK V,4,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[13:00-17:00  9999 Saturday Monday Wednesday],
1,60414961,CLINICAL FIELD WORK V,4,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,[08:00-14:00  9999 Saturday Friday],
1,60414971,CLINICAL FIELD WORK IV,4,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[11:00-15:00  9999 Sunday Tuesday Thursday],
1,60414971,CLINICAL FIELD WORK IV,4,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,[20:59-23:59  9999 Saturday Monday Wednesday Friday],
1,60422881,SOCIAL PSYCHOLOGY FOR HEALTH SCIENCES,3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[08:00-09:40 AMS-B B107 Friday][10:00-10:50 AMS-B B107 Friday],
1,60422991,CLINICAL FIELD WORK I,4,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[19:57-23:59  9999 Sunday][20:00-23:59  9999 Saturday Monday],
1,60423670,COMMUNITY BASED REHABILITATION,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[14:30-15:20 AMS-B B207 Wednesday][15:30-16:20 AMS-B B207 Wednesday],
1,60423680,CARDIO-PULMONARY PHYSIOTHERAPY,2,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[11:00-11:50 AMS-B B102 Friday][12:00-12:50 AMS-B B102 Friday],
1,60423690,ORTHOPEDIC AND RHEUMATOLOGY FOR PHYSIOTHERAPY STUDENTS II,3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[14:00-16:30 AMS-B B102 Friday],
1,60423700,PHYSIOTHERAPY SKILLS OF ORTHOPEDIC AND RHEUMATOLOGY II,3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[08:00-09:40 AMS-B B102 Friday][10:00-10:50 AMS-B B102 Friday],
1,60423980,CLINICAL FIELD WORK II,4,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[19:57-23:59  9999 Thursday][20:00-23:59  9999 Tuesday Wednesday],
1,60423991,CLINICAL FIELD WORK III,3,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[08:00-17:00  9999 Friday],
1,60424620,PHYSIOTHERAPY SKILLS OF NEUROLOGY,3,1,Bachelor,1,Lecture,2,28,Physio - Therapy Department,[08:30-09:20 AMS-A 003 Sunday Tuesday][09:30-10:20 AMS-A 003 Sunday],
1,60424670,GENERAL PATHOLOGY,2,1,Bachelor,1,Lecture,1,4,Pathology and Histology Department,[13:30-14:20 PHC 105 Tuesday][14:30-15:20 PHC 105 Tuesday],
1,60424670,GENERAL PATHOLOGY,2,1,Bachelor,1,Lecture,2,4,Pathology and Histology Department,[08:30-09:20 PHC 105 Thursday][09:30-10:20 PHC 105 Thursday],
1,60424670,GENERAL PATHOLOGY,2,1,Bachelor,1,Lecture,3,4,Pathology and Histology Department,[08:30-09:20 DAR B212 Sunday Tuesday],
1,60424981,CLINICAL FIELD WORK (4),4,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[19:57-23:59  9999 Sunday][20:00-23:59  9999 Saturday Monday],
1,60424991,CLINICAL FIELD WORK (5),5,1,Bachelor,1,Lecture,1,28,Physio - Therapy Department,[18:57-23:59  9999 Thursday][19:00-23:59  9999 Tuesday Wednesday],
1,60511021,FIRST AID,2,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[08:30-09:20 AMS-B 006 Sunday Tuesday],
1,60511021,FIRST AID,2,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[09:30-10:20 AFS 122 Monday Wednesday],
1,60511021,FIRST AID,2,1,Bachelor,1,Lecture,3,16,Medical Technology Department,[12:30-13:20 AMS-A 103 Monday Wednesday],
1,60511021,FIRST AID,2,13,Diploma,1,Lecture,5,16,Medical Technology Department,[12:30-14:10 AFS 222 Monday],
1,60511021,FIRST AID,2,13,Diploma,1,Lecture,6,16,Medical Technology Department,[12:30-14:10 AMS-B B102 Tuesday],
1,60511021,FIRST AID,2,13,Diploma,1,Lecture,7,16,Medical Technology Department,[10:30-12:10 AMS-B B207 Thursday],
1,60511021,FIRST AID,2,13,Diploma,1,Lecture,8,16,Medical Technology Department,[10:30-12:10 AFS 020 Thursday],
1,60511030,MEDICAL TERMINOLOGY,2,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[11:30-12:20 AMS-B B201 Sunday Tuesday],
1,60511030,MEDICAL TERMINOLOGY,2,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[08:30-09:20 AMS-B B107 Sunday Tuesday],
1,60511030,MEDICAL TERMINOLOGY,2,1,Bachelor,1,Lecture,5,16,Medical Technology Department,[09:30-10:20 AMS-A 104 Sunday Tuesday],
1,60511030,MEDICAL TERMINOLOGY,2,1,Bachelor,1,Lecture,6,16,Medical Technology Department,[08:30-09:20 AMS-A 104 Monday Wednesday],
1,60511030,MEDICAL TERMINOLOGY,2,1,Bachelor,1,Lecture,8,16,Medical Technology Department,[10:30-11:20 AMS-A 104 Sunday Tuesday],
1,60511030,MEDICAL TERMINOLOGY,2,1,Bachelor,1,Lecture,10,16,Medical Technology Department,[12:30-13:20 LAW 104 Monday Wednesday],
1,60511040,EPIDEMIOLOGY AND PUBLIC HEALTH,2,1,Bachelor,1,Lecture,3,16,Medical Technology Department,[09:30-10:20 AMS-B B201 Sunday Tuesday],
1,60511040,EPIDEMIOLOGY AND PUBLIC HEALTH,2,1,Bachelor,1,Lecture,4,16,Medical Technology Department,[10:30-11:20 AMS-B B108 Sunday Tuesday],
1,60511040,EPIDEMIOLOGY AND PUBLIC HEALTH,2,1,Bachelor,1,Lecture,5,16,Medical Technology Department,[14:30-15:20 AMS-B B102 Sunday Tuesday],
1,60511040,EPIDEMIOLOGY AND PUBLIC HEALTH,2,1,Bachelor,1,Lecture,11,16,Medical Technology Department,[11:30-12:20 AMS-B B108 Monday Wednesday],
1,60511040,EPIDEMIOLOGY AND PUBLIC HEALTH,2,1,Bachelor,1,Lecture,13,16,Medical Technology Department,[10:30-11:20 AMS-B B109 Monday Wednesday],
1,60511040,EPIDEMIOLOGY AND PUBLIC HEALTH,2,1,Bachelor,1,Lecture,14,16,Medical Technology Department,[10:30-11:20 AMS-B B107 Monday Wednesday],
1,60511040,EPIDEMIOLOGY AND PUBLIC HEALTH,2,1,Bachelor,1,Lecture,16,16,Medical Technology Department,[09:30-10:20 AMS-B B204 Monday Wednesday],
1,60512230,DIAGNOSTIC MICROBIOLOGY,4,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[11:30-12:20 AMS-B 006 Sunday Tuesday Thursday],
1,60512230,DIAGNOSTIC MICROBIOLOGY,4,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[08:30-09:45 AMS-B 006 Monday Wednesday],
1,60512230,DIAGNOSTIC MICROBIOLOGY,4,1,Bachelor,2,Lab,2,16,Medical Technology Department,[08:30-11:20 AMS-A B104 Tuesday],
1,60512230,DIAGNOSTIC MICROBIOLOGY,4,1,Bachelor,2,Lab,3,16,Medical Technology Department,[14:30-17:20 AMS-A 002 Sunday],
1,60512230,DIAGNOSTIC MICROBIOLOGY,4,1,Bachelor,2,Lab,4,16,Medical Technology Department,[14:30-17:20 AMS-A 002 Tuesday],
1,60512230,DIAGNOSTIC MICROBIOLOGY,4,1,Bachelor,2,Lab,5,16,Medical Technology Department,[14:30-17:20 AMS-A B104 Monday],
1,60512230,DIAGNOSTIC MICROBIOLOGY,4,1,Bachelor,2,Lab,6,16,Medical Technology Department,[14:30-17:20 AMS-A B104 Wednesday],
1,60512400,HUMAN ANATOMY,3,1,Bachelor,1,Lecture,1,8,Anatomy Department,[10:30-12:10 LAW 207 Sunday],
1,60512400,HUMAN ANATOMY,3,1,Bachelor,1,Lecture,2,8,Anatomy Department,[12:30-13:20 SH 045 Monday Wednesday],
1,60512400,HUMAN ANATOMY,3,1,Bachelor,1,Lecture,3,8,Anatomy Department,[10:30-11:20 LAW 104 Monday Wednesday],
1,60512400,HUMAN ANATOMY,3,1,Bachelor,2,Lab,1,8,Anatomy Department,[10:30-12:20 AMS-A 005 Tuesday],
1,60512400,HUMAN ANATOMY,3,1,Bachelor,2,Lab,2,8,Anatomy Department,[10:30-12:20 AMS-A 005 Thursday],
1,60512400,HUMAN ANATOMY,3,1,Bachelor,2,Lab,3,8,Anatomy Department,[14:30-16:20 AMS-A 103 Thursday],
1,60512400,HUMAN ANATOMY,3,1,Bachelor,2,Lab,4,8,Anatomy Department,[14:30-16:20 AMS-A 103 Monday],
1,60512420,HUMAN PHYSIOLOGY FOR MEDICAL LABORATORY STUDENTS,3,1,Bachelor,1,Lecture,1,7,Physiology Department,[09:30-10:20 LAW 104 Sunday Tuesday Thursday],
1,60512730,MOLECULAR BIOLOGOY FOR MEDICAL LABORATORY STUDENTS,3,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[13:30-14:45 LAW 104 Monday Wednesday],
1,60513010,ETHICS AND PROFESSIONAL ISSUES,1,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[11:30-12:20 AMS-B B103 Wednesday],
1,60513010,ETHICS AND PROFESSIONAL ISSUES,1,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[11:30-12:20 AMS-B B103 Monday],
1,60513010,ETHICS AND PROFESSIONAL ISSUES,1,1,Bachelor,1,Lecture,4,16,Medical Technology Department,[13:30-14:20 AMS-B 006 Tuesday],
1,60513010,ETHICS AND PROFESSIONAL ISSUES,1,13,Diploma,1,Lecture,6,16,Medical Technology Department,[11:30-12:20 AMS-B B103 Wednesday],
1,60513010,ETHICS AND PROFESSIONAL ISSUES,1,13,Diploma,1,Lecture,7,16,Medical Technology Department,[11:30-12:20 LAW 104 Monday],
1,60513110,CLINICAL HEMATOLOGY I,4,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[10:30-11:20 AFS 122 Tuesday][10:30-11:20 AMS-B B107 Sunday Thursday],
1,60513110,CLINICAL HEMATOLOGY I,4,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[13:00-14:15 AMS-B B108 Monday Wednesday],
1,60513110,CLINICAL HEMATOLOGY I,4,1,Bachelor,2,Lab,1,16,Medical Technology Department,[08:30-11:20 AMS-A 001 Monday],
1,60513110,CLINICAL HEMATOLOGY I,4,1,Bachelor,2,Lab,2,16,Medical Technology Department,[08:30-11:20 AMS-A 001 Wednesday],
1,60513110,CLINICAL HEMATOLOGY I,4,1,Bachelor,2,Lab,3,16,Medical Technology Department,[14:30-17:20 AMS-A 001 Sunday],
1,60513110,CLINICAL HEMATOLOGY I,4,1,Bachelor,2,Lab,4,16,Medical Technology Department,[14:30-17:20 AMS-A 001 Tuesday],
1,60513110,CLINICAL HEMATOLOGY I,4,1,Bachelor,2,Lab,5,16,Medical Technology Department,[14:30-17:20 AMS-A 001 Wednesday],
1,60513120,DIAGNOSTIC PARASITOLOGY,4,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[08:30-09:20 AMS-B B108 Sunday Tuesday Thursday],
1,60513120,DIAGNOSTIC PARASITOLOGY,4,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[13:00-14:15 AMS-A B102 Monday Wednesday],
1,60513120,DIAGNOSTIC PARASITOLOGY,4,1,Bachelor,2,Lab,2,16,Medical Technology Department,[14:30-17:20 AMS-A B102 Tuesday],
1,60513120,DIAGNOSTIC PARASITOLOGY,4,1,Bachelor,2,Lab,3,16,Medical Technology Department,[14:30-17:20 AMS-A B102 Sunday],
1,60513120,DIAGNOSTIC PARASITOLOGY,4,1,Bachelor,2,Lab,4,16,Medical Technology Department,[14:30-17:20 AMS-A B102 Monday],
1,60513120,DIAGNOSTIC PARASITOLOGY,4,1,Bachelor,2,Lab,5,16,Medical Technology Department,[14:30-17:20 AMS-A B102 Wednesday],
1,60513150,PHARMACOLOGY AND TOXICOLOGY,3,1,Bachelor,1,Lecture,1,9,Pharmacology Department,[11:30-12:20 LAW 104 Sunday Tuesday],
1,60513150,PHARMACOLOGY AND TOXICOLOGY,3,1,Bachelor,2,Lab,1,9,Pharmacology Department,[14:30-17:20 AMS-A B103 Sunday],
1,60513150,PHARMACOLOGY AND TOXICOLOGY,3,1,Bachelor,2,Lab,2,9,Pharmacology Department,[14:30-17:20 AMS-B 101 Tuesday],
1,60513170,HISTOLOGY & HISTOTECHNOLOGY,4,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[11:30-12:20 AMS-A B104 Sunday Tuesday Thursday],
1,60513170,HISTOLOGY & HISTOTECHNOLOGY,4,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[13:00-14:15 AMS-B B107 Monday Wednesday],
1,60513170,HISTOLOGY & HISTOTECHNOLOGY,4,1,Bachelor,2,Lab,1,16,Medical Technology Department,[14:30-17:20 AMS-A 002 Monday],
1,60513170,HISTOLOGY & HISTOTECHNOLOGY,4,1,Bachelor,2,Lab,2,16,Medical Technology Department,[14:30-17:20 AMS-A 002 Wednesday],
1,60513170,HISTOLOGY & HISTOTECHNOLOGY,4,1,Bachelor,2,Lab,3,16,Medical Technology Department,[08:30-11:20 AMS-A 002 Sunday],
1,60513170,HISTOLOGY & HISTOTECHNOLOGY,4,1,Bachelor,2,Lab,4,16,Medical Technology Department,[08:30-11:20 AMS-A 002 Tuesday],
1,60513170,HISTOLOGY & HISTOTECHNOLOGY,4,1,Bachelor,2,Lab,5,16,Medical Technology Department,[08:30-11:20 AMS-A 002 Thursday],
1,60513180,MEDICAL VIROLOGY,2,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[10:30-11:20 AMS-A 103 Sunday][10:30-11:20 AMS-B B107 Tuesday],
1,60513270,MEDICAL GENETICS,4,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[11:30-12:45 AMS-B B107 Monday Wednesday],
1,60513270,MEDICAL GENETICS,4,1,Bachelor,2,Lab,2,16,Medical Technology Department,[08:30-11:20 AMS-B 101 Wednesday],
1,60513270,MEDICAL GENETICS,4,1,Bachelor,2,Lab,3,16,Medical Technology Department,[14:30-17:20 AMS-B 101 Sunday],
1,60513270,MEDICAL GENETICS,4,1,Bachelor,2,Lab,4,16,Medical Technology Department,[08:30-11:20 AMS-B 101 Thursday],
1,60513270,MEDICAL GENETICS,4,1,Bachelor,2,Lab,5,16,Medical Technology Department,[14:30-17:20 AMS-B 101 Thursday],
1,60513280,FOOD AND WATER MICROBIOLOGY,3,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[11:30-12:20 AMS-B 006 Wednesday][12:30-13:20 AMS-B 006 Wednesday],
1,60513280,FOOD AND WATER MICROBIOLOGY,3,1,Bachelor,2,Lab,1,16,Medical Technology Department,[08:30-11:20 AMS-A B104 Thursday],
1,60513310,CLINICAL CHEMISTRY,4,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[08:30-09:45 AMS-A 103 Monday Wednesday],
1,60513310,CLINICAL CHEMISTRY,4,1,Bachelor,2,Lab,1,16,Medical Technology Department,[14:30-17:20 AMS-A B102 Thursday],
1,60513310,CLINICAL CHEMISTRY,4,1,Bachelor,2,Lab,2,16,Medical Technology Department,[14:30-17:20 AMS-B 101 Monday],
1,60513390,IMMUNOLOGY AND SEROLOGY,4,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[10:00-11:15 AMS-A B102 Monday Wednesday],
1,60513390,IMMUNOLOGY AND SEROLOGY,4,1,Bachelor,2,Lab,1,16,Medical Technology Department,[14:30-17:20 AMS-A B104 Thursday],
1,60514110,BODY FLUIDS,2,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[13:30-14:20 AMS-B 006 Wednesday],
1,60514110,BODY FLUIDS,2,1,Bachelor,2,Lab,1,16,Medical Technology Department,[08:30-11:20 AMS-A B103 Thursday],
1,60514110,BODY FLUIDS,2,1,Bachelor,2,Lab,2,16,Medical Technology Department,[14:30-17:20 AMS-A B104 Tuesday],
1,60514120,BLOOD BANK AND IMMUNOHEMATOLOGY,3,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[09:30-10:20 AMS-B B103 Sunday Tuesday],
1,60514120,BLOOD BANK AND IMMUNOHEMATOLOGY,3,1,Bachelor,2,Lab,1,16,Medical Technology Department,[14:30-17:20 AMS-A B104 Sunday],
1,60514120,BLOOD BANK AND IMMUNOHEMATOLOGY,3,1,Bachelor,2,Lab,2,16,Medical Technology Department,[14:30-17:20 AMS-A 001 Monday],
1,60514120,BLOOD BANK AND IMMUNOHEMATOLOGY,3,1,Bachelor,2,Lab,3,16,Medical Technology Department,[08:30-11:20 AMS-A B104 Wednesday],
1,60514130,BIOMEDICAL RESEARCH,3,1,Bachelor,2,Lab,1,16,Medical Technology Department,[00:30-03:30 AMS-B 101 Monday Tuesday Wednesday],
1,60514150,ENDOCRINOLOGY,3,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[10:30-11:20 AMS-B 006 Sunday Tuesday],
1,60514150,ENDOCRINOLOGY,3,1,Bachelor,1,Lecture,2,16,Medical Technology Department,[10:30-11:20 AFS 122 Monday Wednesday],
1,60514150,ENDOCRINOLOGY,3,1,Bachelor,2,Lab,1,16,Medical Technology Department,[14:30-17:20 AMS-A B103 Monday],
1,60514150,ENDOCRINOLOGY,3,1,Bachelor,2,Lab,2,16,Medical Technology Department,[14:30-17:20 AMS-A B103 Tuesday],
1,60514150,ENDOCRINOLOGY,3,1,Bachelor,2,Lab,3,16,Medical Technology Department,[14:30-17:20 AMS-A B103 Wednesday],
1,60514150,ENDOCRINOLOGY,3,1,Bachelor,2,Lab,4,16,Medical Technology Department,[14:30-17:20 AMS-A B103 Thursday],
1,60514470,FIELD TRAINING,6,1,Bachelor,2,Lab,1,16,Medical Technology Department,[08:30-11:20  9999 Sunday Monday Tuesday Wednesday Thursday][11:30-13:20  9999 Sunday Monday Tuesday Wednesday Thursday][13:30-14:20  9999 Sunday Monday Tuesday Wednesday Thursday][14:00-14:50  9999 Saturday][14:30-16:20  9999 Sunday Monday Tuesday Wednesday Thursday],
1,60514470,FIELD TRAINING,6,1,Bachelor,2,Lab,2,16,Medical Technology Department,[00:30-03:30  9999 Friday][00:30-06:30  9999 Sunday Monday Tuesday Wednesday Thursday][08:30-09:20  9999 Friday][13:30-15:20  9999 Friday][21:30-22:30  9999 Saturday][22:30-23:20  9999 Saturday],
1,60514910,SEMINAR,1,1,Bachelor,1,Lecture,1,16,Medical Technology Department,[15:00-15:50 AFS 122 Saturday],
1,60711100,INTRODUCTION TO MEDICAL IMAGING,3,1,Bachelor,1,Lecture,1,18,Radiography Department,[13:00-14:15 AMS-B B207 Monday Wednesday],
1,60712100,RADIOBIOLOGY,2,1,Bachelor,1,Lecture,1,18,Radiography Department,[13:30-14:20 AMS-B B109 Sunday][14:30-15:20 AMS-B B109 Sunday],
1,60712120,RADIOGRAPHIC POSITIONING AND RELATED ANATOMY I THEORY,4,1,Bachelor,1,Lecture,1,18,Radiography Department,[08:30-09:20 AMS-B B207 Tuesday Thursday][09:30-10:20 AMS-B B207 Tuesday Thursday],
1,60712130,RADIOGRAPHIC POSITIONING &RELATED ANATOMY I LAB,2,1,Bachelor,2,Lab,1,18,Radiography Department,[08:30-11:20 AMS-B B206 Monday Wednesday],
1,60712130,RADIOGRAPHIC POSITIONING &RELATED ANATOMY I LAB,2,1,Bachelor,2,Lab,2,18,Radiography Department,[13:30-16:20 AMS-B B206 Tuesday Thursday],
1,60712130,RADIOGRAPHIC POSITIONING &RELATED ANATOMY I LAB,2,1,Bachelor,2,Lab,4,18,Radiography Department,[13:30-16:20 AMS-B B206 Monday Wednesday],
1,60712610,PRINCIPLE OF EXPOSURE,2,1,Bachelor,1,Lecture,1,18,Radiography Department,[11:30-12:20 AMS-B B207 Sunday Tuesday],
1,60713110,COMPUTED TOMOGRAPHY,3,1,Bachelor,1,Lecture,1,18,Radiography Department,[11:30-12:45 AMS-B B207 Monday Wednesday],
1,60713121,RADIOGRAPHIC ANATOMY AND PATHOLOGY,4,1,Bachelor,1,Lecture,1,18,Radiography Department,[13:30-14:20 AMS-B B103 Monday Wednesday][14:30-15:20 AMS-B B103 Monday Wednesday],
1,60713130,RADIOTHERAPY,2,1,Bachelor,1,Lecture,1,18,Radiography Department,[08:30-09:20 AMS-B B108 Monday Wednesday],
1,60713140,MAGNETIC RESONANCE IMAGING,3,1,Bachelor,1,Lecture,1,18,Radiography Department,[08:30-09:20 AMS-B B103 Sunday Tuesday Thursday],
1,60713200,RADIOGRAPHIC SEMINAR,1,1,Bachelor,1,Lecture,1,18,Radiography Department,[09:30-10:20 AMS-B B206D Sunday],
1,60713200,RADIOGRAPHIC SEMINAR,1,1,Bachelor,1,Lecture,2,18,Radiography Department,[09:30-10:20 AMS-B B206D Tuesday],
1,60713250,MAGNETIC RESONANCE IMAGING LAB,1,1,Bachelor,3,Clinic,1,18,Radiography Department,[12:00-14:50  9999 Saturday],
1,60713260,COMPUTED TOMOGRAPHY LAB,1,1,Bachelor,3,Clinic,1,18,Radiography Department,[08:00-08:50  9999 Saturday][09:00-11:00  9999 Saturday],
1,60714100,CLINICAL PRACTICUM II,6,1,Bachelor,1,Lecture,1,18,Radiography Department,[00:00-08:00  9999 Sunday Monday Tuesday Wednesday Thursday][08:00-10:30  9999 Friday][12:00-13:00  9999 Friday][18:00-19:30  9999 Monday Wednesday Thursday],
1,60714130,MEDICAL ULTRASOUND,3,1,Bachelor,1,Lecture,1,18,Radiography Department,[13:30-14:20 AMS-B B108 Sunday Tuesday],
1,60714130,MEDICAL ULTRASOUND,3,1,Bachelor,2,Lab,2,18,Radiography Department,[14:30-17:20 AMS-B B206D Sunday],
1,60714310,ANGIOGRAPHY/ INTERVENTIONAL RADIOLOGY,2,1,Bachelor,1,Lecture,1,18,Radiography Department,[11:30-12:20 AMS-B B206D Sunday Tuesday],
1,60714330,MAMMOGRAPHY,1,1,Bachelor,1,Lecture,1,18,Radiography Department,[10:30-11:20 AMS-B B207 Sunday],
1,61011200,SENSORY-MOTOR DEVELOPMENT OF HUMAN OCCUPATIONS,1,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[11:30-12:20 AMS-A B201A Tuesday],
1,61011220,ACTIVITY ANALYSIS IN OCCUPATIONAL THERAPY,1,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[09:30-10:20 AMS-A B201D Monday],
1,61012220,NEUROANATOMY AND NEUROPHYSIOLOGY,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[08:00-09:40  9999 Friday],
1,61013120,COMMUNITY-BASED REHABILITATION,1,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,[14:30-15:20 AMS-B B207 Wednesday],
1,61013121,COMMUNITY-BASED REHABILITATION,1,1,Bachelor,1,Lecture,3,27,Occupational Therapy Department,[14:30-15:20 AMS-B B207 Wednesday],
1,61013130,OCCUPATIONAL THERAPY FOR PHYSICAL AND NEUROLOGICAL DYSFUNCTIONS,3,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[08:30-09:20 AMS-B B109 Sunday Tuesday][09:30-10:20 AMS-B B109 Sunday],
1,61013140,OCCUPATIONAL THERAPY ASSESSMENT AND INTERVENTION FOR PHYSICAL AND NEUROLOGICAL DYSFUNCTIONS,3,1,Bachelor,2,Lab,1,27,Occupational Therapy Department,[14:30-17:20 AMS-B 001 Sunday Tuesday],
1,61013150,SOCIAL PSYCHOLOGY FOR HEALTH SCIENCES,2,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,[08:30-09:20 AMS-B B102 Thursday][09:30-10:20 AMS-B B102 Thursday],
1,61013150,SOCIAL PSYCHOLOGY FOR HEALTH SCIENCES,2,1,Bachelor,1,Lecture,3,27,Occupational Therapy Department,[14:00-15:40 AMS-B B109 Monday],
1,61013160,ORTHOPEDICS REHABILITATION IN OCCUPATIONAL THERAPY,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[11:30-12:20 AMS-B 001 Monday Wednesday],
1,61013190,INDEPENDENT LIVING SKILLS,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[08:30-09:20 AMS-B B207 Monday Wednesday],
1,61013191,INDEPENDENT LIVING SKILLS,3,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[08:30-09:20 AMS-B B207 Sunday Monday Wednesday],
1,61013230,OCCUPATIONAL THERAPY IN PSYCHIATRY AND MENTAL HEALTH ASSESSMENT AND INTERVENTION,3,1,Bachelor,2,Lab,1,27,Occupational Therapy Department,[14:30-17:20 AMS-B B107 Monday Wednesday],
1,61013240,INTERPROFESSIONAL PRACTICE AND COMMUNICATION SKILLS IN HEALTHCARE,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[11:30-12:20 AMS-B B102 Monday Wednesday],
1,61013241,INTERPROFESSIONAL PRACTICE AND COMMUNICATION SKILLS IN HEALTHCARE,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[11:30-12:20 AMS-B B102 Monday Wednesday],
1,61013250,DEVELOPMENTAL NEUROPSYCHOLOGY,1,1,Bachelor,1,Lecture,2,27,Occupational Therapy Department,[10:30-11:20 AMS-A 007 Tuesday],
1,61013900,CLINICAL FIELD WORK II,3,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,[08:00-14:00  9999 Saturday][10:00-11:00  9999 Sunday][11:00-13:30  9999 Sunday],
1,61013910,CLINICAL FIELD WORK III,3,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,[08:00-10:30  9999 Wednesday][09:00-11:00  9999 Thursday][11:30-14:30  9999 Wednesday][12:00-13:00  9999 Thursday][14:30-15:30  9999 Wednesday],
1,61014100,NEURO-COGNITIVE REHABILITATION IN OCCUPATIONAL THERAPY,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[10:30-11:20 AMS-B 001 Monday Wednesday],
1,61014110,RESEARCH SEMINAR,2,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[14:30-15:20 AMS-A 003 Thursday][15:30-16:20 AMS-A 003 Thursday],
1,61014210,CLINICAL RESIDENCY,2,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,[08:00-15:30  9999 Monday Tuesday],
1,61014210,CLINICAL RESIDENCY,2,1,Bachelor,3,Clinic,2,27,Occupational Therapy Department,[18:59-23:59  9999 Saturday Monday Wednesday],
1,61014250,CLINICAL FIELD WORK OBSERVATION,0,1,Bachelor,1,Lecture,1,27,Occupational Therapy Department,[17:00-23:15  9999 Friday],
1,61014910,CLINICAL FIELD WORK IV,4,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,[08:00-15:00  9999 Wednesday Thursday],
1,61014910,CLINICAL FIELD WORK IV,4,1,Bachelor,3,Clinic,2,27,Occupational Therapy Department,[16:59-23:59  9999 Sunday Thursday],
1,61014920,CLINICAL FIELD WORK V,4,1,Bachelor,3,Clinic,1,27,Occupational Therapy Department,[08:00-12:40  9999 Saturday Sunday Friday],
1,61014920,CLINICAL FIELD WORK V,4,1,Bachelor,3,Clinic,2,27,Occupational Therapy Department,[16:59-23:59  9999 Tuesday Friday],
